,Fuel Type,Location,CompanyName,ModelName,Price,Year,KilometersDriven
363,Petrol,Mumbai,Maruti,Suzuki S-Presso,460000.0,2020,21000.0
364,Petrol,Mumbai,MG,Motors Hector,1623000.0,2020,10000.0
365,Petrol,Mumbai,Ford,Freestyle Titanium,596000.0,2020,9000.0
366,Petrol,Mumbai,Hyundai,Creta,880000.0,2016,40000.0
367,Petrol,Mumbai,Maruti,Suzuki Dzire,617000.0,2017,45000.0
368,Petrol,Mumbai,Hyundai,Verna,785000.0,2017,40000.0
369,Petrol,Mumbai,Hyundai,Creta,1152000.0,2018,29000.0
370,Diesel,Mumbai,Kia,Sonet GTX,1310000.0,2020,41000.0
371,Petrol,Mumbai,Renault,Duster RXS,834000.0,2019,25000.0
372,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,558000.0,2019,21000.0
373,Petrol,Mumbai,Maruti,Suzuki Dzire,899000.0,2023,1000.0
374,Diesel,Mumbai,Toyota,Etios VX,510000.0,2013,49000.0
375,Petrol,Mumbai,Maruti,Suzuki Swift,381000.0,2014,60000.0
376,Petrol,Mumbai,Hyundai,New Santro,412000.0,2018,61000.0
377,Petrol,Mumbai,Maruti,Suzuki Baleno,739000.0,2021,11000.0
378,Petrol,Mumbai,Maruti,Suzuki Swift,446000.0,2016,40000.0
379,Petrol,Mumbai,Hyundai,Elite i20,499000.0,2014,33000.0
380,Petrol,Mumbai,Skoda,Octavia Ambition,839000.0,2016,86000.0
381,Petrol,Mumbai,Kia,Seltos GTX,1614000.0,2020,29000.0
382,Petrol,Mumbai,Nissan,Magnite XV,977000.0,2021,8000.0
383,Diesel,Mumbai,Honda,WR-V i-DTEC,833000.0,2018,52000.0
384,Petrol,Mumbai,Volkswagen,Taigun Comfortline,1077000.0,2022,10000.0
385,Petrol,Mumbai,Hyundai,Creta,863000.0,2016,58000.0
386,Petrol,Mumbai,Kia,Seltos HTX,1185000.0,2019,38000.0
387,Petrol,Mumbai,Tata,Nexon XM,812000.0,2020,12000.0
388,Petrol,Mumbai,Hyundai,Creta,947000.0,2016,39000.0
389,Petrol,Mumbai,Renault,Triber RXZ,739000.0,2021,15000.0
390,Petrol,Mumbai,Kia,Seltos HTK,1240000.0,2021,15000.0
391,Petrol,Mumbai,Hyundai,Verna SX,1174000.0,2020,29000.0
392,Diesel,Mumbai,Hyundai,Creta,1199000.0,2017,61000.0
393,Petrol,Mumbai,Honda,City V,857000.0,2019,34000.0
394,Diesel,Mumbai,Hyundai,Creta,971000.0,2017,58000.0
395,Petrol,Mumbai,Honda,WR-V VX,628000.0,2017,29000.0
396,Petrol,Mumbai,Hyundai,Elite i20,537000.0,2015,44000.0
397,Petrol,Mumbai,Ford,Fiesta Trend,295000.0,2012,25000.0
398,Diesel,Mumbai,Honda,Amaze,679000.0,2018,85000.0
399,Petrol,Mumbai,Maruti,Suzuki Ciaz,589000.0,2015,37000.0
400,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,419000.0,2017,56000.0
401,Diesel,Mumbai,Maruti,Suzuki S-Cross,657000.0,2015,51000.0
402,Diesel,Mumbai,Tata,Harrier XZA,1984000.0,2022,17000.0
403,Petrol+cng,Mumbai,Maruti,Suzuki Eeco,548000.0,2019,20000.0
404,Petrol,Mumbai,Hyundai,Elite i20,699000.0,2019,44000.0
405,Diesel,Mumbai,Toyota,Innova Crysta,1829000.0,2017,58000.0
406,Petrol+cng,Mumbai,Maruti,Suzuki Celerio,567000.0,2021,15000.0
407,Petrol,Mumbai,Hyundai,Grand i10,480000.0,2018,24000.0
408,Petrol,Mumbai,Maruti,Suzuki Baleno,734000.0,2020,14000.0
409,Petrol,Mumbai,Maruti,Suzuki Baleno,999000.0,2023,6000.0
410,Petrol,Mumbai,Honda,WR-V VX,717000.0,2018,48000.0
411,Petrol,Mumbai,Honda,Amaze,830000.0,2021,8000.0
412,Petrol,Mumbai,Maruti,Suzuki Baleno,751000.0,2020,31000.0
413,Petrol,Mumbai,Volkswagen,Taigun Highline,1280000.0,2022,18000.0
414,Petrol,Mumbai,Hyundai,Grand i10,517000.0,2018,6000.0
415,Petrol,Mumbai,Fiat,Punto Evo,250000.0,2016,34000.0
416,Petrol+cng,Mumbai,Hyundai,Grand i10,707000.0,2022,9000.0
417,Diesel,Mumbai,Hyundai,Neo Fluidic,539000.0,2013,101000.0
418,Petrol+cng,Mumbai,Maruti,Suzuki S-Presso,502000.0,2022,12000.0
419,Petrol,Mumbai,Toyota,Yaris J,855000.0,2020,30000.0
420,Petrol+cng,Mumbai,Skoda,Fabia Elegance,279000.0,2011,78000.0
421,Petrol,Mumbai,Volkswagen,Polo Comfortline,440000.0,2015,77000.0
422,Petrol,Mumbai,Maruti,Suzuki Dzire,649000.0,2018,36000.0
423,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,598000.0,2021,34000.0
424,Petrol,Mumbai,Hyundai,Elantra,1283000.0,2018,42000.0
425,Petrol,Mumbai,Honda,City ZX,992000.0,2018,34000.0
426,Diesel,Mumbai,Volkswagen,Ameo Comfortline,599000.0,2018,54000.0
427,Petrol,Mumbai,Hyundai,New Santro,544000.0,2020,33000.0
428,Petrol+cng,Mumbai,Hyundai,Grand i10,579000.0,2019,8000.0
429,Petrol,Mumbai,Hyundai,Elite i20,469000.0,2015,48000.0
430,Petrol,Mumbai,Maruti,Suzuki Swift,655000.0,2018,39000.0
431,Petrol,Mumbai,Hyundai,Grand i10,463000.0,2017,20000.0
432,Petrol,Mumbai,Renault,Triber RXZ,679000.0,2020,16000.0
433,Petrol,Mumbai,Renault,Kiger RXT,869000.0,2021,10000.0
434,Petrol,Mumbai,Toyota,Etios Liva,349000.0,2013,35000.0
435,Petrol,Mumbai,Hyundai,Elite i20,629000.0,2018,27000.0
436,Petrol,Mumbai,Hyundai,Elite i20,527000.0,2016,48000.0
437,Petrol,Mumbai,Hyundai,Grand i10,413000.0,2014,49000.0
438,Petrol,Mumbai,Maruti,Suzuki Dzire,614000.0,2017,38000.0
439,Petrol,Mumbai,Hyundai,Elite i20,474000.0,2015,48000.0
440,Petrol,Mumbai,Honda,City VX,631000.0,2015,47000.0
441,Petrol,Mumbai,Ford,Freestyle Trend,593000.0,2019,22000.0
442,Petrol,Mumbai,Hyundai,New Santro,479000.0,2019,18000.0
443,Petrol,Mumbai,Hyundai,Eon Magna,379000.0,2018,18000.0
444,Petrol,Mumbai,Skoda,Superb L&K,1575000.0,2017,57000.0
445,Petrol,Mumbai,Hyundai,Creta,1120000.0,2018,64000.0
446,Petrol,Mumbai,Hyundai,Grand i10,508000.0,2018,29000.0
447,Petrol,Mumbai,Hyundai,Elite i20,627000.0,2018,23000.0
448,Diesel,Mumbai,Honda,WR-V i-DTEC,818000.0,2019,63000.0
449,Petrol,Mumbai,Hyundai,Creta,851000.0,2016,47000.0
450,Diesel,Mumbai,Hyundai,Creta,906000.0,2017,46000.0
451,Petrol+cng,Mumbai,Hyundai,Grand i10,708000.0,2021,31000.0
452,Petrol,Mumbai,Renault,Kwid RXL,299000.0,2016,18000.0
453,Petrol,Mumbai,Hyundai,Grand i10,524000.0,2017,28000.0
454,Petrol,Mumbai,Renault,Kiger RXZ,759000.0,2021,9000.0
455,Petrol,Mumbai,Ford,Freestyle Titanium,604000.0,2019,46000.0
456,Diesel,Mumbai,Volkswagen,Vento Highline,734000.0,2016,63000.0
457,Petrol,Mumbai,Hyundai,Creta,743000.0,2015,49000.0
458,Diesel,Mumbai,Hyundai,Fluidic Verna,831000.0,2015,53000.0
459,Petrol,Mumbai,Maruti,Suzuki S-Presso,454000.0,2020,37000.0
460,Diesel,Mumbai,Ford,EcoSport Trend,927000.0,2021,11000.0
461,Diesel,Mumbai,Skoda,Superb Elegance,1149000.0,2015,72000.0
462,Petrol,Mumbai,Hyundai,Creta SX+,1027000.0,2018,57000.0
463,Petrol,Mumbai,Volkswagen,Taigun Highline,1222000.0,2021,8000.0
464,Petrol,Mumbai,Hyundai,Eon Era,260000.0,2015,33000.0
465,Diesel,Mumbai,Mercedes-Benz,GLA 200,1950000.0,2016,56000.0
467,Petrol,Mumbai,Maruti,Suzuki Dzire,665000.0,2018,20000.0
468,Petrol,Mumbai,Hyundai,Grand i10,361000.0,2014,45000.0
469,Petrol,Mumbai,Maruti,Suzuki Baleno,645000.0,2022,3000.0
470,Petrol,Mumbai,Toyota,Glanza V,774000.0,2020,28000.0
471,Diesel,Mumbai,Maruti,Suzuki S-Cross,670000.0,2017,47000.0
472,Petrol,Mumbai,Hyundai,Eon Magna,275000.0,2015,19000.0
473,Petrol,Mumbai,Hyundai,Grand i10,332000.0,2014,74000.0
474,Petrol,Mumbai,Tata,Punch Adventure,732000.0,2022,5000.0
475,Petrol,Mumbai,Renault,Kwid,294000.0,2016,53000.0
476,Petrol,Mumbai,Honda,City ZX,1412000.0,2021,11000.0
477,Petrol,Mumbai,Volkswagen,Polo Comfortline,329000.0,2013,27000.0
478,Petrol,Mumbai,Maruti,Suzuki Ciaz,845000.0,2018,24000.0
479,Petrol,Mumbai,Hyundai,Eon Sportz,218000.0,2012,30000.0
480,Petrol,Mumbai,Maruti,Suzuki Wagon,315000.0,2013,22000.0
481,Petrol,Mumbai,Renault,Kwid RXT,292000.0,2016,47000.0
482,Petrol,Mumbai,Volkswagen,Polo Highline1.2L,439000.0,2015,39000.0
483,Diesel,Mumbai,Maruti,Suzuki S-Cross,655000.0,2015,57000.0
484,Petrol,Mumbai,Renault,Kwid CLIMBER,313000.0,2017,40000.0
485,Petrol,Mumbai,Hyundai,i20 Asta,269000.0,2009,46000.0
486,Petrol,Mumbai,Ford,EcoSport Titanium,436000.0,2014,30000.0
487,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,467000.0,2018,22000.0
488,Petrol,Mumbai,Renault,Kiger RXZ,939000.0,2021,13000.0
489,Petrol,Mumbai,Kia,Seltos HTK,1071000.0,2019,43000.0
490,Petrol,Mumbai,Maruti,Suzuki Swift,634000.0,2021,22000.0
491,Petrol,Mumbai,Mahindra,KUV100 K6,381000.0,2016,10000.0
492,Petrol,Mumbai,Honda,City ZX,1054000.0,2020,27000.0
493,Petrol,Mumbai,Honda,Civic ZX,1595000.0,2020,35000.0
494,Petrol,Mumbai,Honda,City SV,460000.0,2014,61000.0
495,Diesel,Mumbai,Volkswagen,Jetta Highline,718000.0,2015,87000.0
496,Petrol,Mumbai,Maruti,Suzuki Swift,378000.0,2013,81000.0
497,Petrol,Mumbai,Maruti,Suzuki Swift,455000.0,2014,21000.0
498,Petrol,Mumbai,Maruti,Suzuki Estilo,214000.0,2013,51000.0
499,Petrol,Mumbai,Hyundai,Grand i10,484000.0,2014,6000.0
500,Petrol,Mumbai,Renault,Kiger RXZ,916000.0,2021,18000.0
501,Petrol,Mumbai,Honda,City V,651000.0,2017,42000.0
502,Petrol,Mumbai,Hyundai,Venue S+,853000.0,2021,26000.0
503,Petrol,Mumbai,Maruti,Suzuki Baleno,550000.0,2017,26000.0
504,Diesel,Mumbai,Toyota,Innova Crysta,1735000.0,2017,44000.0
505,Petrol,Mumbai,Maruti,Suzuki Baleno,576000.0,2017,42000.0
506,Petrol,Mumbai,Hyundai,Creta,993000.0,2017,57000.0
507,Petrol,Mumbai,Renault,Kwid CLIMBER,415000.0,2018,16000.0
508,Petrol,Mumbai,Hyundai,Creta S,1175000.0,2020,23000.0
509,Petrol,Bangalore,Hyundai,Grand i10,587000.0,2015,11000.0
510,Petrol,Bangalore,Hyundai,Xcent SX,518000.0,2014,56000.0
511,Diesel,Bangalore,Hyundai,i20 Asta,532000.0,2013,84000.0
512,Petrol,Bangalore,Hyundai,Grand i10,540000.0,2016,33000.0
513,Petrol,Bangalore,Hyundai,Creta,1245000.0,2019,14000.0
514,Petrol,Bangalore,Kia,Sonet HTK,999000.0,2021,25000.0
515,Petrol,Bangalore,Hyundai,i10 Magna,415000.0,2016,70000.0
516,Petrol,Bangalore,Ford,EcoSport Titanium,970000.0,2020,20000.0
517,Petrol,Bangalore,Renault,Triber RXZ,859000.0,2022,12000.0
518,Petrol,Bangalore,Honda,Brio VX,415000.0,2014,45000.0
519,Diesel,Bangalore,Hyundai,i20 Sportz,475000.0,2012,59000.0
520,Petrol,Bangalore,Hyundai,Grand i10,587000.0,2017,49000.0
521,Petrol,Bangalore,Tata,Zest XMS,484000.0,2016,32000.0
522,Petrol,Bangalore,Maruti,Suzuki Celerio,369000.0,2014,113000.0
523,Petrol,Bangalore,Maruti,Suzuki Ciaz,957000.0,2021,11000.0
524,Petrol,Bangalore,Hyundai,New Santro,525000.0,2019,19000.0
525,Petrol,Bangalore,Honda,City VX,667000.0,2016,99000.0
526,Petrol,Bangalore,Hyundai,Verna Fluidic,631000.0,2014,22000.0
527,Petrol,Bangalore,Volkswagen,Vento Highline,672000.0,2015,46000.0
528,Petrol,Bangalore,Honda,Jazz V,640000.0,2017,26000.0
529,Petrol,Bangalore,Jeep,Compass Limited,1625000.0,2018,22000.0
530,Diesel,Bangalore,BMW,5 Series,53000.0,2020,25000.0
531,Petrol,Bangalore,Hyundai,New Santro,525000.0,2019,19000.0
532,Petrol,Bangalore,Tata,Nano LX,152000.0,2013,23000.0
533,Petrol,Bangalore,Hyundai,i10 Sportz,343000.0,2013,48000.0
534,Petrol,Bangalore,Honda,Jazz V,640000.0,2017,26000.0
535,Diesel,Bangalore,Honda,Amaze 1.5L,472000.0,2013,82000.0
536,Petrol,Bangalore,Hyundai,i10 Era,267000.0,2010,90000.0
537,Petrol,Bangalore,Tata,Nano Twist,191000.0,2016,70000.0
538,Diesel,Bangalore,Ford,EcoSport Titanium,888000.0,2018,58000.0
539,Petrol,Bangalore,Hyundai,Venue S,836000.0,2021,17000.0
540,Petrol,Bangalore,Nissan,Micra XV,499000.0,2015,30000.0
541,Petrol,Bangalore,Ford,Figo Aspire,472000.0,2015,59000.0
542,Petrol,Bangalore,Honda,Brio VX,327000.0,2013,80000.0
543,Petrol,Bangalore,Hyundai,New Santro,576000.0,2019,9000.0
544,Petrol,Bangalore,Hyundai,Elite i20,610000.0,2017,78000.0
545,Petrol,Bangalore,Datsun,GO T,286000.0,2014,24000.0
546,Petrol,Bangalore,Hyundai,Grand i10,615000.0,2019,45000.0
547,Diesel,Bangalore,Ford,Freestyle Titanium,810000.0,2019,41000.0
548,Petrol,Bangalore,Volkswagen,Vento Comfortline,637000.0,2016,62000.0
549,Petrol,Bangalore,Jeep,Compass Limited,1490000.0,2018,51000.0
550,Petrol,Bangalore,Jeep,Compass Model,2590000.0,2021,15000.0
551,Petrol,Bangalore,Honda,Amaze,426000.0,2014,79000.0
552,Petrol,Bangalore,Honda,Amaze,448000.0,2014,50000.0
553,Petrol,Bangalore,Tata,Tiago Revotron,392000.0,2016,118000.0
554,Diesel,Bangalore,Maruti,Suzuki Swift,447000.0,2012,87000.0
555,Petrol,Bangalore,Maruti,Suzuki Baleno,738000.0,2017,33000.0
556,Diesel,Bangalore,Volkswagen,Ameo Highline1.5L,551000.0,2017,91000.0
557,Petrol,Bangalore,Maruti,Suzuki Alto,349000.0,2015,21000.0
558,Petrol,Bangalore,Renault,Triber RXZ,835000.0,2022,6000.0
559,Petrol,Bangalore,Maruti,Suzuki Alto,424000.0,2022,8000.0
560,Petrol,Bangalore,Volkswagen,Polo Highline1.2L,624000.0,2015,67000.0
561,Diesel,Bangalore,Maruti,Suzuki Swift,596000.0,2014,61000.0
562,Petrol,Bangalore,Maruti,Suzuki Swift,332000.0,2010,76000.0
563,Petrol,Bangalore,Maruti,Suzuki Swift,329000.0,2010,90000.0
564,Petrol,Bangalore,Honda,City ZX,1036000.0,2017,35000.0
565,Petrol,Bangalore,Tata,Tiago Revotron,489000.0,2017,65000.0
566,Petrol,Bangalore,Renault,Kwid,456000.0,2019,32000.0
567,Petrol,Bangalore,Maruti,Suzuki Baleno,714000.0,2016,83000.0
568,Petrol,Bangalore,Maruti,Suzuki Swift,818000.0,2021,24000.0
570,Diesel,Bangalore,Jeep,Compass Sport,16000.0,2019,46000.0
571,Petrol,Bangalore,Maruti,Suzuki Swift,425000.0,2013,92000.0
572,Petrol,Bangalore,Hyundai,Grand i10,596000.0,2018,41000.0
573,Diesel,Bangalore,Volkswagen,Vento Highline,650000.0,2015,132000.0
574,Petrol,Bangalore,Maruti,Suzuki Alto,296000.0,2015,11000.0
575,Diesel,Bangalore,Ford,Freestyle Titanium,663000.0,2018,107000.0
576,Petrol,Bangalore,Maruti,Suzuki Ertiga,776000.0,2015,36000.0
577,Petrol,Bangalore,Renault,Kwid,349000.0,2017,15000.0
578,Petrol,Bangalore,Honda,Jazz SV,543000.0,2015,33000.0
579,Petrol,Bangalore,Honda,Jazz V,572000.0,2015,72000.0
580,Petrol,Bangalore,Maruti,Suzuki Wagon,496000.0,2018,49000.0
583,Diesel,Bangalore,Volkswagen,Polo Highline,879000.0,2018,37000.0
584,Petrol,Bangalore,Toyota,Yaris VX,824000.0,2018,22000.0
585,Petrol,Bangalore,Hyundai,Eon Magna,324000.0,2016,40000.0
586,Petrol,Bangalore,Maruti,Suzuki Ignis,707000.0,2022,18000.0
587,Petrol,Bangalore,Hyundai,Creta,929000.0,2018,132000.0
588,Petrol,Bangalore,Maruti,Suzuki Ciaz,794000.0,2016,62000.0
589,Petrol,Bangalore,Maruti,Suzuki Alto,507000.0,2022,14000.0
590,Petrol,Bangalore,Maruti,Suzuki Eeco,544000.0,2021,11000.0
591,Petrol,Bangalore,Renault,Kwid CLIMBER,359000.0,2018,98000.0
593,Petrol,Bangalore,Maruti,Suzuki Swift,388000.0,2011,76000.0
594,Diesel,Bangalore,Hyundai,i20 Magna,442000.0,2013,73000.0
595,Petrol,Bangalore,Honda,Amaze 1.2L,452000.0,2015,42000.0
596,Petrol,Bangalore,Ford,Figo Aspire,617000.0,2019,70000.0
597,Petrol,Bangalore,Renault,Kwid RXT,310000.0,2017,22000.0
598,Diesel,Bangalore,Ford,EcoSport Titanium,651000.0,2016,87000.0
599,Petrol,Bangalore,Maruti,Suzuki Celerio,428000.0,2016,79000.0
600,Petrol,Bangalore,Hyundai,Elite i20,789000.0,2019,58000.0
601,Petrol,Bangalore,Hyundai,Grand i10,549000.0,2016,78000.0
602,Petrol,Bangalore,Maruti,Suzuki Eeco,481000.0,2020,35000.0
603,Petrol,Bangalore,Honda,WR-V VX,796000.0,2017,62000.0
604,Petrol,Bangalore,Maruti,Suzuki Eeco,537000.0,2020,13000.0
605,Petrol,Bangalore,Maruti,Suzuki Eeco,489000.0,2018,15000.0
606,Diesel,Bangalore,Hyundai,Creta,1364000.0,2018,43000.0
607,Petrol,Bangalore,Maruti,Suzuki Wagon,463000.0,2016,48000.0
608,Petrol,Bangalore,Maruti,Suzuki Wagon,492000.0,2016,34000.0
609,Petrol,Bangalore,Maruti,Suzuki Celerio,728000.0,2022,13000.0
610,Petrol,Bangalore,Hyundai,Grand i10,679000.0,2020,15000.0
612,Petrol,Bangalore,Hyundai,Elite i20,648000.0,2015,52000.0
613,Petrol,Bangalore,Maruti,Suzuki Swift,618000.0,2017,41000.0
614,Petrol,Bangalore,Renault,Kiger RXZ,797000.0,2021,79000.0
615,Diesel,Bangalore,Renault,Duster 85,826000.0,2017,79000.0
616,Petrol,Bangalore,Hyundai,i10 Magna,292000.0,2011,14000.0
617,Diesel,Bangalore,Nissan,Terrano XL,530000.0,2013,81000.0
618,Petrol,Bangalore,Hyundai,i10 Magna,218000.0,2009,78000.0
619,Petrol,Bangalore,Volkswagen,Vento Highline,937000.0,2020,50000.0
620,Petrol,Bangalore,Kia,Sonet GTX,1159000.0,2020,51000.0
621,Petrol,Bangalore,Maruti,Suzuki Ertiga,871000.0,2017,60000.0
622,Petrol,Bangalore,Hyundai,Elite i20,673000.0,2017,78000.0
623,Diesel,Bangalore,Ford,EcoSport Trend,610000.0,2016,106000.0
624,Petrol+cng,Bangalore,Maruti,Suzuki Swift,897000.0,2023,2000.0
625,Petrol,Bangalore,Skoda,Slavia Style,1668000.0,2022,7000.0
626,Petrol,Bangalore,Hyundai,Creta,1110000.0,2019,48000.0
627,Petrol,Bangalore,Hyundai,i20 Active,768000.0,2018,31000.0
628,Petrol,Bangalore,Maruti,Suzuki Alto,465000.0,2019,10000.0
629,Petrol,Bangalore,Hyundai,i10 Sportz,510000.0,2016,24000.0
630,Petrol,Bangalore,Hyundai,Grand i10,599000.0,2017,30000.0
632,Petrol,Bangalore,Hyundai,Verna,1070000.0,2018,24000.0
633,Petrol,Bangalore,Hyundai,Grand i10,467000.0,2014,61000.0
634,Petrol,Bangalore,Volkswagen,Polo Comfortline,595000.0,2017,94000.0
635,Petrol,Bangalore,Honda,Jazz VX,810000.0,2019,18000.0
636,Petrol,Bangalore,Honda,BR-V V,891000.0,2017,95000.0
637,Petrol,Bangalore,Honda,Amaze 1.2L,479000.0,2015,60000.0
638,Petrol,Bangalore,Maruti,Suzuki Ertiga,728000.0,2014,49000.0
639,Petrol,Bangalore,Maruti,Suzuki Ritz,490000.0,2015,8000.0
640,Petrol,Bangalore,Maruti,Suzuki Wagon,336000.0,2013,49000.0
641,Petrol,Bangalore,Volkswagen,Polo GT,835000.0,2017,49000.0
642,Petrol,Bangalore,Maruti,Suzuki Swift,755000.0,2019,10000.0
643,Petrol,Bangalore,Maruti,Suzuki Vitara,1183000.0,2022,19000.0
644,Petrol,Bangalore,Maruti,Suzuki Celerio,463000.0,2017,50000.0
645,Petrol,Bangalore,Hyundai,Grand i10,610000.0,2019,37000.0
646,Petrol,Bangalore,Hyundai,Verna,1071000.0,2018,49000.0
647,Petrol,Bangalore,Maruti,Suzuki Alto,379000.0,2016,37000.0
648,Petrol,Bangalore,Renault,Kiger RXZ,942000.0,2022,7000.0
649,Petrol,Bangalore,Renault,Captur RXE,664000.0,2018,29000.0
650,Petrol,Bangalore,Volkswagen,Polo Highline1.2L,664000.0,2017,45000.0
652,Petrol,Bangalore,Toyota,Etios G,337000.0,2011,103000.0
653,Petrol,Bangalore,Maruti,Suzuki Celerio,452000.0,2015,65000.0
654,Petrol,Bangalore,Ford,EcoSport Titanium,525000.0,2013,84000.0
655,Petrol,Bangalore,Volkswagen,Polo Highline1.2L,593000.0,2017,52000.0
656,Petrol,Bangalore,Hyundai,i10 Sportz,374000.0,2011,40000.0
657,Petrol,Bangalore,Maruti,Suzuki Ritz,497000.0,2016,40000.0
658,Diesel,Bangalore,Mahindra,XUV500 W10,1110000.0,2016,108000.0
659,Petrol,Bangalore,Renault,Kwid CLIMBER,357000.0,2017,57000.0
660,Petrol,Bangalore,Skoda,Octavia Style,1360000.0,2016,85000.0
661,Petrol,Bangalore,Hyundai,Grand i10,517000.0,2015,23000.0
662,Petrol,Bangalore,Hyundai,Grand i10,581000.0,2017,65000.0
663,Diesel,Bangalore,Mahindra,Thar LX,1679000.0,2022,13000.0
664,Petrol,Bangalore,Maruti,Suzuki Alto,375000.0,2017,15000.0
665,Petrol,Bangalore,Kia,Seltos GTX,1696000.0,2021,26000.0
666,Petrol,Bangalore,MG,Motors Hector,1598000.0,2020,44000.0
667,Petrol,Bangalore,Maruti,Suzuki Celerio,493000.0,2019,15000.0
668,Petrol,Bangalore,Hyundai,Eon Era,351000.0,2017,26000.0
669,Diesel,Bangalore,Mahindra,XUV500 W4,972000.0,2016,43000.0
670,Petrol,Bangalore,Maruti,Suzuki Swift,698000.0,2018,48000.0
671,Diesel,Bangalore,Land-Rover,Rover Discovery,42000.0,2018,51000.0
672,Diesel,Bangalore,Renault,Duster 85,954000.0,2019,38000.0
673,Petrol,Bangalore,Ford,EcoSport Titanium,599000.0,2016,96000.0
674,Petrol,Bangalore,Renault,Kwid RXT,399000.0,2017,29000.0
675,Petrol,Bangalore,Maruti,Suzuki Wagon,373000.0,2014,56000.0
676,Diesel,Bangalore,Maruti,Suzuki Ertiga,651000.0,2012,86000.0
677,Petrol,Bangalore,Maruti,Suzuki Ertiga,885000.0,2017,79000.0
678,Petrol,Bangalore,Tata,Nano LX,140000.0,2012,29000.0
679,Petrol,Bangalore,Hyundai,Grand i10,551000.0,2018,44000.0
680,Petrol,Bangalore,Maruti,Suzuki Ertiga,584000.0,2012,51000.0
681,Petrol,Bangalore,Maruti,Suzuki Ertiga,581000.0,2013,77000.0
682,Petrol,Bangalore,Toyota,Yaris G,924000.0,2021,29000.0
683,Petrol,Bangalore,Hyundai,Grand i10,716000.0,2020,22000.0
684,Petrol,Bangalore,Hyundai,Grand i10,529000.0,2016,47000.0
685,Petrol,Bangalore,Maruti,Suzuki Baleno,1019000.0,2022,21000.0
686,Petrol,Bangalore,Hyundai,Grand i10,639000.0,2020,19000.0
687,Petrol,Bangalore,Maruti,Suzuki Wagon,687000.0,2022,7000.0
688,Petrol,Bangalore,Hyundai,Creta,1088000.0,2017,35000.0
689,Petrol,Bangalore,Ford,EcoSport Titanium,810000.0,2017,13000.0
690,Petrol,Bangalore,Hyundai,Creta SX+,1076000.0,2017,62000.0
692,Petrol,Bangalore,Maruti,Suzuki Ritz,415000.0,2014,44000.0
693,Petrol,Bangalore,Ford,Figo Duratec,256000.0,2011,69000.0
694,Diesel,Bangalore,Hyundai,i20 Magna,410000.0,2012,96000.0
695,Petrol,Bangalore,Datsun,GO T,276000.0,2014,69000.0
696,Diesel,Bangalore,Maruti,Suzuki Ritz,420000.0,2014,114000.0
697,Petrol,Bangalore,Hyundai,Eon Era,228000.0,2012,41000.0
698,Petrol,Bangalore,Hyundai,Grand i10,484000.0,2015,50000.0
699,Petrol,Bangalore,Maruti,Suzuki Wagon,548000.0,2019,66000.0
700,Diesel,Bangalore,Hyundai,Elite i20,733000.0,2016,75000.0
701,Petrol,Bangalore,Hyundai,Elite i20,670000.0,2016,122000.0
702,Petrol,Bangalore,Renault,Kwid RXL,413000.0,2019,41000.0
703,Petrol,Bangalore,Maruti,Suzuki Wagon,737000.0,2022,12000.0
704,Petrol,Bangalore,Renault,Kwid,378000.0,2016,33000.0
705,Petrol,Bangalore,Hyundai,New Santro,450000.0,2018,22000.0
706,Petrol,Bangalore,Skoda,Kushaq Style,1590000.0,2021,19000.0
707,Petrol,Bangalore,Hyundai,Venue SX,1119000.0,2019,23000.0
708,Petrol,Bangalore,Kia,Seltos GTX,1682000.0,2020,48000.0
709,Diesel,Bangalore,Kia,Seltos GTX,1737000.0,2020,76000.0
710,Petrol,Bangalore,Hyundai,i20 Active,674000.0,2016,31000.0
712,Diesel,Bangalore,Maruti,Suzuki Swift,460000.0,2012,69000.0
713,Petrol,Bangalore,Hyundai,Grand i10,528000.0,2018,58000.0
714,Petrol,Bangalore,Nissan,Micra XV,399000.0,2014,92000.0
715,Diesel,Bangalore,Maruti,Suzuki Ritz,310000.0,2010,107000.0
716,Petrol,Bangalore,Hyundai,Elantra,1169000.0,2016,58000.0
717,Petrol,Bangalore,Honda,Amaze 1.2L,613000.0,2017,70000.0
718,Petrol,Bangalore,Hyundai,Grand i10,573000.0,2017,65000.0
719,Petrol,Bangalore,Tata,Nexon XZ,910000.0,2019,32000.0
720,Petrol,Bangalore,Honda,BR-V V,855000.0,2016,91000.0
721,Diesel,Bangalore,Maruti,Suzuki Ritz,499000.0,2014,70000.0
722,Petrol,Bangalore,Honda,City V,826000.0,2018,36000.0
723,Diesel,Bangalore,Nissan,Sunny XL,473000.0,2013,78000.0
724,Petrol,Bangalore,Maruti,Suzuki Swift,710000.0,2021,7000.0
725,Petrol,Bangalore,Maruti,Suzuki Estilo,274000.0,2011,50000.0
726,Petrol,Bangalore,Ford,Figo Duratec,299000.0,2012,42000.0
727,Petrol,Bangalore,Kia,Seltos GTX,1724000.0,2021,23000.0
728,Diesel,Bangalore,Hyundai,Creta,1041000.0,2016,53000.0
729,Petrol,Bangalore,Datsun,GO T,345000.0,2017,23000.0
