ListingID,CarName,Price,Year,KilometersDriven,FuelType,Location,ListingURL,ImageURL
41,Jeep Compass Limited 1.4 Petrol AT,14.90 Lakh,2018,51000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/limited-14-petrol-at-yelahanka-2018/9298215/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/Lo7pgBgARyykOFBCWg61Rw/tab/file.JPG?w=300&dpr=1.0
42,Jeep Compass Model S (O) 1.4 Petrol DCT,25.90 Lakh,2021,15000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/model-s-o-14-petrol-dct-yelahanka-2021/8938124/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/bLXkD3ifQs2lgplSjlaWyQ/tab/file.JPG?w=300&dpr=1.0
43,Honda Amaze 1.2 S i-VTEC,4.26 Lakh,2014,79000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/honda/amaze/12-s-i-vtec-btm-layout-2014/11079567/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/Y9jk27KETpG1V4Gj5tkjGw/tab/file.JPG?w=300&dpr=1.0
44,Honda Amaze 1.2 S i-VTEC,4.48 Lakh,2014,50000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/honda/amaze/12-s-i-vtec-btm-layout-2014/10783528/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/wG3q3mp7TfWtmIp3CiqGvQ/tab/file.JPG?w=300&dpr=1.0
45,Tata Tiago Revotron XT,3.92 Lakh,2016,118000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/tata/tiago/revotron-xt-btm-layout-2016/11029158/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/kojqVLFyQ2ee2Pvmo52CwA/tab/file.JPG?w=300&dpr=1.0
46,Maruti Suzuki Swift VDi,4.47 Lakh,2012,87000,Diesel,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift/vdi-btm-layout-2012/11179076/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/LzqEPgNHTv%2BKfIek3ajQXA/tab/file.JPG?w=300&dpr=1.0
47,Maruti Suzuki Baleno Alpha Petrol,7.38 Lakh,2017,33000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/baleno/alpha-petrol-yelahanka-2017/10970486/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/rAy__GpERdCzzkGtOfTx0g/tab/file.JPG?w=300&dpr=1.0
48,Volkswagen Ameo Highline1.5L (D),5.51 Lakh,2017,91000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/volkswagen/ameo/highline-15l-d-yelahanka-2017/11142356/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/i4Gc7lMnSqSellOAIfI%2B7w/tab/file.JPG?w=300&dpr=1.0
49,Maruti Suzuki Alto K10 VXI,3.49 Lakh,2015,21000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/alto-k10/vxi-yelahanka-2015/11153944/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/cln53jEARHeT2oGJN%2BKZig/tab/file.JPG?w=300&dpr=1.0
50,Renault Triber RXZ,8.35 Lakh,2022,6000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/renault/triber/rxz-malleshwaram-2022/11104073/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/qA_6lyKrQCG3IHZGTsO62w/tab/file.JPG?w=300&dpr=1.0
51,Maruti Suzuki Alto 800 LXI (O),4.24 Lakh,2022,8000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/alto-800/lxi-o-malleshwaram-2022/11112088/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/1erhhkkvTve_h3UaY4ilcA/tab/file.JPG?w=300&dpr=1.0
52,Volkswagen Polo Highline1.2L (P),6.24 Lakh,2015,67000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/volkswagen/polo/highline12l-p-yelahanka-2015/10980697/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/UvIoXxZWT_u6RJ9LmZ3Tyg/tab/file.JPG?w=300&dpr=1.0
53,Maruti Suzuki Swift Dzire VDI,5.96 Lakh,2014,61000,Diesel,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift-dzire/vdi-malleshwaram-2014/10800351/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/ukVFpce7Qui30MqckZi9jA/tab/file.JPG?w=300&dpr=1.0
54,Maruti Suzuki Swift Dzire LXI,3.32 Lakh,2010,76000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift-dzire/lxi-malleshwaram-2010/10207950/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/J5LfwDdSQXiPBFxkMhtsyQ/tab/file.JPG?w=300&dpr=1.0
55,Maruti Suzuki Swift Dzire ZXI,3.29 Lakh,2010,90000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift-dzire/zxi-btm-layout-2010/9926928/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/hEvYdoY8RHWEub%2BxGjnzqA/tab/file.JPG?w=300&dpr=1.0
56,Honda City ZX CVT,10.36 Lakh,2017,35000,Petrol,"Spinny Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/honda/city/zx-cvt-whitefield-road-2017/10915137/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/yD5LqXWaQUaYLBRFvwEs6g/tab/file.JPG?w=300&dpr=1.0
57,Tata Tiago Revotron XZ,4.89 Lakh,2017,65000,Petrol,"Spinny Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/tata/tiago/revotron-xz-whitefield-road-2017/10930179/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/NpGBhk4fRICUVbp93_E%2BrA/tab/file.JPG?w=300&dpr=1.0
58,Renault Kwid 1.0 RXT Opt,4.56 Lakh,2019,32000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/renault/kwid/10-rxt-opt-malleshwaram-2019/11085904/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/aU64ioR7SmWi46vPtDLVMw/tab/file.JPG?w=300&dpr=1.0
59,Maruti Suzuki Baleno Alpha Petrol,7.14 Lakh,2016,83000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/baleno/alpha-petrol-malleshwaram-2016/11166238/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/DzZtZKYyTw6JV_oh8A2%2BJg/tab/file.JPG?w=300&dpr=1.0
60,Maruti Suzuki Swift ZXI AMT,8.18 Lakh,2021,24000,Petrol,"Spinny Hub, VR Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift/zxi-amt-whitefield-2021/11025219/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/X8acXdAqRieDFBJDGAnIyw/tab/file.JPG?w=300&dpr=1.0
61,Jeep Compass Model S (O) 1.4 Petrol DCT,26.75 Lakh,2022,8000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/model-s-o-14-petrol-dct-yelahanka-2022/9285395/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/Pc6Zwhb6QG%2BU2LDdlYxMXg/tab/file.JPG?w=300&dpr=1.0
62,Jeep Compass Sport Plus 2.0 Diesel,16 Lakh,2019,46000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/sport-plus-20-diesel-yelahanka-2019/10210728/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/1ptxPlk9QeKc2ZKVYikHiA/tab/file.JPG?w=300&dpr=1.0
63,Maruti Suzuki Swift Dzire VXI,4.25 Lakh,2013,92000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/swift-dzire/vxi-btm-layout-2013/10192940/?referrer=/used-cars-in-bangalore/s/,
64,Hyundai Grand i10 Sportz 1.2 Kappa VTVT Dual Tone,5.96 Lakh,2018,41000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/hyundai/grand-i10/sportz-12-kappa-vtvt-dual-tone-btm-layout-2018/11092094/?referrer=/used-cars-in-bangalore/s/,
65,Volkswagen Vento Highline Diesel AT,6.50 Lakh,2015,132000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/volkswagen/vento/highline-diesel-at-yelahanka-2015/10658917/?referrer=/used-cars-in-bangalore/s/,
66,Maruti Suzuki Alto 800 LXI,2.96 Lakh,2015,11000,Petrol,"Spinny Hub, VR Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/alto-800/lxi-whitefield-2015/10435469/?referrer=/used-cars-in-bangalore/s/,
67,Ford Freestyle Titanium 1.5 TDCI,6.63 Lakh,2018,107000,Diesel,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/ford/freestyle/titanium-15-tdci-malleshwaram-2018/10676715/?referrer=/used-cars-in-bangalore/s/,
68,Maruti Suzuki Ertiga ZXI,7.76 Lakh,2015,36000,Petrol,"Spinny Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/ertiga/zxi-whitefield-road-2015/11156258/?referrer=/used-cars-in-bangalore/s/,
69,Renault Kwid 1.0 RXT AMT,3.49 Lakh,2017,15000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/renault/kwid/10-rxt-amt-malleshwaram-2017/11170887/?referrer=/used-cars-in-bangalore/s/,
70,Honda Jazz SV,5.43 Lakh,2015,33000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/honda/jazz/sv-malleshwaram-2015/11062056/?referrer=/used-cars-in-bangalore/s/,
71,Honda Jazz V CVT,5.72 Lakh,2015,72000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/honda/jazz/v-cvt-malleshwaram-2015/10959352/?referrer=/used-cars-in-bangalore/s/,
72,Maruti Suzuki Wagon R 1.0 VXI AMT,4.96 Lakh,2018,49000,Petrol,"Spinny Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/maruti-suzuki/wagon-r-10/vxi-amt-whitefield-road-2018/10892639/?referrer=/used-cars-in-bangalore/s/,
73,Jeep Compass Model S (O) Diesel 4x4 AT,28.90 Lakh,2021,27000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/model-s-o-diesel-4x4-at-yelahanka-2021/9064617/?referrer=/used-cars-in-bangalore/s/,
74,BMW 3 Series 320d Luxury Line,48.50 Lakh,2021,25000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/bmw/3-series/320d-luxury-line-yelahanka-2021/8367942/?referrer=/used-cars-in-bangalore/s/,
75,Volkswagen Polo Highline 1.5 (D),8.79 Lakh,2018,37000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/volkswagen/polo/highline-15-d-yelahanka-2018/11005231/?referrer=/used-cars-in-bangalore/s/,
76,Toyota Yaris VX,8.24 Lakh,2018,22000,Petrol,"Spinny Hub, VR Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/toyota/yaris/vx-whitefield-2018/10211597/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/TGTXiqZyRSiDVInld3sTWQ/tab/file.JPG?w=300&dpr=1.0
77,Hyundai Eon Magna +,3.24 Lakh,2016,40000,Petrol,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/hyundai/eon/magna-malleshwaram-2016/10319812/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/1X1LTVcoQiGydqLOKPrw5g/tab/file.JPG?w=300&dpr=1.0
